DATE,M2USEV,M2USEW,M2US000,M2USVOE,M5USIDY,M2NAUSQL,M05JUS0
29/12/2014,1121.6,3655.97,1555.84,2896.61,3103.9,1584.25,2403.42
30/12/2014,1119.34,3636.73,1545.96,2884.21,3088.53,1575.99,2391.72
31/12/2014,1107.49,3603.24,1530.3,2851.18,3054.58,1563.09,2368.47
01/01/2015,1107.49,3603.24,#N/A N/A,2851.18,3054.58,1563.09,2368.47
02/01/2015,1107.73,3604.62,1529.32,2857.01,3056.02,1561.84,2365.3
05/01/2015,1083.26,3536.32,1509.7,2826.46,3003.52,1537.4,2323.33
06/01/2015,1072.39,3500.75,1498.28,2819.92,2982.76,1523.74,2304.63
07/01/2015,1085.1,3543.55,1523.74,2855.33,3014.89,1545.38,2331.43
08/01/2015,1105.84,3606.5,1554.97,2896.9,3066.4,1572.65,2375.08
09/01/2015,1097.43,3577.22,1545.4,2879.41,3040.39,1558.76,2353.5
12/01/2015,1087.06,3548.26,1535.88,2867.09,3022.86,1547.19,2332.81
13/01/2015,1082.13,3540.54,1531.14,2863.75,3015.69,1544.48,2326.52
14/01/2015,1073.58,3522.11,1526.8,2855.5,3000.2,1537.58,2312.68
15/01/2015,1062.12,3489.37,1515.22,2851.61,2982.62,1521.43,2290.34
16/01/2015,1075.47,3538.56,1536.15,2883.93,3022.42,1543.79,2324.64
19/01/2015,1075.47,3538.56,#N/A N/A,2883.93,3022.42,1543.79,2324.64
20/01/2015,1074.74,3537.21,1541.84,2887.33,3025.03,1549.58,2328.69
21/01/2015,1082.9,3563,1548.29,2893.18,3034.46,1552.5,2341.64
22/01/2015,1100.56,3613.85,1574.62,2933.47,3072.38,1577.45,2379.62
23/01/2015,1092.83,3598.68,1571.56,2919.33,3042.58,1574.31,2366.49
26/01/2015,1093.64,3621.04,1575.84,2927.11,3049.41,1576.78,2376.33
27/01/2015,1078.57,3593.21,1550.32,2905.3,3005.37,1550.81,2346.55
28/01/2015,1060.69,3541.41,1534.96,2870.56,2955.37,1535.21,2313.27
29/01/2015,1069.59,3570.09,1552.59,2884.99,2984.35,1551.85,2335.34
30/01/2015,1051.13,3525.44,1521.43,2838.71,2934.37,1536.39,2308.59
02/02/2015,1067.85,3566.03,1533.88,2866.49,2978.1,1552.82,2341.86
03/02/2015,1087.97,3625.05,1548.3,2897.55,3023.6,1574.69,2376.95
04/02/2015,1086.39,3608.74,1546.02,2889.14,3007,1563.99,2365.05
05/02/2015,1098.64,3651.36,1562.38,2917.63,3038.5,1581.84,2386.35
06/02/2015,1096.4,3636.51,1550.26,2890.32,3028.59,1573,2382.22
09/02/2015,1092.2,3622.06,1537.85,2875.67,3015.48,1566.28,2372.42
10/02/2015,1105.41,3659.55,1560.91,2906.51,3044.67,1583.14,2395.66
11/02/2015,1105.21,3658.09,1566.37,2905.49,3036.28,1583.97,2396.01
12/02/2015,1118.34,3696.53,1577.86,2921.58,3065.9,1598.55,2420.16
13/02/2015,1121.07,3714.05,1580.96,2923.25,3075.24,1607.04,2435.79
16/02/2015,1121.07,3714.05,#N/A N/A,2923.25,3075.24,1607.04,2435.79
17/02/2015,1123.66,3720.9,1587.72,2923.6,3078.22,1609.8,2439.93
18/02/2015,1121.26,3726.51,1591.78,2934.31,3075.39,1610.88,2437.85
19/02/2015,1120.89,3724.56,1592.89,2922.2,3064.97,1614.68,2438.2
20/02/2015,1128.29,3748.17,1606.36,2941.27,3078.99,1625.71,2453.32
23/02/2015,1126.84,3742.85,1611.3,2944.12,3074.71,1626.98,2450.99
24/02/2015,1130.88,3747.6,1612.73,2944.24,3088.07,1631.59,2458.77
25/02/2015,1124.98,3751.14,1609.37,2945.46,3086.82,1633.24,2456.56
26/02/2015,1119.41,3738.2,1612.08,2940.58,3081.71,1632.89,2450.4
27/02/2015,1115.91,3729.35,1604.47,2938.75,3075.13,1629.26,2445.25
02/03/2015,1123.72,3749.67,1616.96,2949.03,3085.51,1642.75,2462.14
03/03/2015,1117,3735.97,1605.92,2936.78,3071.21,1632.94,2449.41
04/03/2015,1113.06,3717.27,1602.14,2924.21,3056.59,1625.72,2438.82
05/03/2015,1113.86,3727.98,1605.76,2932.96,3056.2,1630.24,2441.96
06/03/2015,1097.82,3673.99,1581.91,2880.8,3008.23,1606.47,2408.15
09/03/2015,1101.96,3685.32,1589.42,2892.71,3021.31,1615.07,2417.99
10/03/2015,1082.4,3628.94,1563.74,2854.14,2974.16,1588.17,2375.16
11/03/2015,1083.54,3632.34,1562.51,2848.74,2968.69,1579.39,2369.4
12/03/2015,1095.36,3676.91,1580.12,2885.92,3000.65,1596.77,2398.38
13/03/2015,1090.64,3654.2,1573.85,2871.81,2982.64,1586.79,2384.4
16/03/2015,1103.99,3700.87,1599.54,2910.73,3019.03,1609.59,2417.09
17/03/2015,1098.91,3692.57,1595.93,2897.67,3004.68,1603.01,2406.87
18/03/2015,1112.25,3740.55,1614.78,2935.29,3044.02,1622.52,2435.03
19/03/2015,1104.68,3724.56,1616.33,2924.03,3023.05,1620.04,2422.84
20/03/2015,1115.35,3759.46,1628.19,2952.13,3052.05,1636.96,2444.35
23/03/2015,1114.18,3750.56,1620.99,2955.25,3054.68,1632.3,2440.82
24/03/2015,1105.36,3728.67,1614.16,2937.58,3030.26,1627.2,2427.4
25/03/2015,1090.09,3676.32,1580.2,2902.04,2996.89,1600.88,2392.04
26/03/2015,1086.35,3669.67,1579.19,2893.26,2988.3,1599.93,2388.22
27/03/2015,1091.95,3687.12,1592.24,2904.69,2997.16,1601.69,2391.98
30/03/2015,1107.05,3730.74,1606.6,2937.28,3033.15,1619.78,2420.05
31/03/2015,1100.06,3706.7,1585.98,2916.45,3010.3,1603.74,2397.96
01/04/2015,1094.84,3694.21,1575.6,2910.35,2999.94,1594.39,2387.01
02/04/2015,1098.33,3712.43,1580.38,2917.84,3009.79,1596.46,2394.34
03/04/2015,1098.33,3712.43,#N/A N/A,2917.84,3009.79,1596.46,2394.34
06/04/2015,1105.99,3740.32,1587.62,2936.78,3032.29,1606.89,2411.95
07/04/2015,1103.21,3726.95,1586.94,2925.48,3028.6,1607.36,2409.15
08/04/2015,1106.33,3742.75,1594.35,2931.98,3027.41,1613.65,2418.21
09/04/2015,1110.81,3756.21,1598.44,2936.02,3041.91,1619.68,2429.89
10/04/2015,1117.13,3766.54,1606.71,2944.13,3067.21,1625.2,2440.51
13/04/2015,1113.21,3748.59,1599.12,2930.75,3049.86,1617.69,2428
14/04/2015,1115.56,3755.72,1597.95,2938.53,3059.45,1616.4,2432.93
15/04/2015,1124.05,3778.85,1602.98,2941.1,3080.05,1624.43,2445.32
16/04/2015,1124.67,3773.13,1603.04,2939.39,3076.67,1620.17,2442.47
17/04/2015,1112.86,3730.98,1584.2,2910.98,3045.9,1599.41,2413.38
20/04/2015,1120.09,3758.04,1601.32,2933.83,3075.21,1617.31,2436.37
21/04/2015,1115.75,3754.5,1605.19,2932.44,3063.13,1619.69,2431.84
22/04/2015,1120.07,3768.18,1611.23,2942.84,3077.6,1629.68,2444.42
23/04/2015,1122.24,3780.24,1612.53,2953.52,3081.57,1635.84,2449.35
24/04/2015,1120.59,3773.66,1615.68,2957.93,3093.86,1642.93,2454.49
27/04/2015,1115.1,3753.16,1603.76,2939.92,3084.32,1636.31,2447.59
28/04/2015,1120.75,3758.54,1606.36,2951.02,3108.91,1637.91,2454.04
29/04/2015,1115.39,3746.96,1594.42,2929.23,3097.84,1629.98,2446.33
30/04/2015,1106.3,3715.18,1572.14,2904.12,3075.66,1608.73,2422.74
01/05/2015,1118.81,3754.3,1597.49,2927.01,3098.03,1632.4,2448.1
04/05/2015,1123.18,3764.67,1600.86,2935.93,3105.79,1634.5,2454.24
05/05/2015,1109.23,3716.22,1576.8,2901.81,3075.72,1616.23,2431
06/05/2015,1105.12,3705.81,1572.04,2894.56,3063.31,1608.66,2422.51
07/05/2015,1108.47,3718.27,1582.11,2910.03,3070.33,1616.59,2430.11
08/05/2015,1122.88,3760.81,1604.65,2944.85,3109.14,1640.52,2461.44
11/05/2015,1121.24,3747.05,1598.8,2928,3092.69,1633.93,2450.33
12/05/2015,1116.25,3736.21,1593.47,2923.35,3084.69,1630.33,2445.89
13/05/2015,1117.49,3732.61,1594.61,2919.31,3085.09,1629.7,2445.9
14/05/2015,1124.31,3764.89,1618.7,2954.86,3114.26,1649.86,2471.31
15/05/2015,1127.44,3772.16,1621.9,2964.99,3117.19,1651.37,2469.82
18/05/2015,1132.33,3789.87,1629.87,2968.77,3120.86,1656.5,2479.09
19/05/2015,1131.35,3781.32,1629.11,2969.49,3120.21,1656.53,2477.02
20/05/2015,1129.93,3781.27,1627.7,2968.14,3122.14,1654.05,2477.14
21/05/2015,1134.89,3791.47,1631.67,2966.85,3125.15,1657.63,2484.5
22/05/2015,1132.79,3786.08,1629.23,2959.48,3111.09,1651.65,2476.74
25/05/2015,1132.79,3786.08,#N/A N/A,2959.48,3111.09,1651.65,2476.74
26/05/2015,1119.21,3745.48,1612.19,2933.96,3085.83,1632.28,2449.63
27/05/2015,1130.35,3774.71,1632.54,2954.05,3107.18,1647.3,2472.52
28/05/2015,1130.74,3768.41,1630.61,2952.59,3108.93,1645.53,2471.39
29/05/2015,1128.93,3747.54,1623.86,2935.89,3091.23,1632.11,2457.93
01/06/2015,1130.56,3752.5,1627.95,2942.38,3092.77,1635.84,2461.48
02/06/2015,1129.09,3751.17,1619.91,2932.72,3087.12,1634.76,2462.07
03/06/2015,1130.53,3759.3,1624.04,2930.93,3090.21,1638.45,2469.54
04/06/2015,1119.82,3724.98,1609.91,2912.06,3063.33,1622.63,2447.58
05/06/2015,1118.4,3729.74,1606.81,2895.44,3051.67,1619.01,2446.6
08/06/2015,1109.6,3703.18,1595.36,2883.01,3038.82,1608.75,2429.87
09/06/2015,1109.75,3701.23,1596.3,2878.11,3043.61,1608.94,2429.71
10/06/2015,1124.02,3740.47,1616.48,2904.26,3076.83,1630.75,2458.59
11/06/2015,1126.94,3752.62,1621.93,2916.41,3084.6,1635.43,2464
12/06/2015,1120.16,3730.78,1611.61,2898.71,3060.53,1624.3,2446.12
15/06/2015,1115.84,3712,1611.91,2884.18,3043.24,1615.08,2434.25
16/06/2015,1121.08,3732.48,1622.66,2904.18,3061.89,1626.25,2451.38
17/06/2015,1122.79,3741.54,1625.57,2913.63,3070.72,1631,2455.09
18/06/2015,1132.09,3776.42,1646.78,2943.24,3102.77,1649.12,2477.35
19/06/2015,1127.85,3762.82,1644.17,2929.71,3085.89,1641.1,2463.54
22/06/2015,1135.21,3782.19,1653.6,2938.11,3100.3,1649.68,2477.21
23/06/2015,1137.24,3781.33,1656.49,2935.08,3098.69,1648.54,2481.93
24/06/2015,1126.88,3748.45,1641.45,2913.35,3075.74,1636.25,2466.56
25/06/2015,1121.72,3736.6,1649.09,2907,3065.46,1631.38,2457.56
26/06/2015,1115.81,3735.43,1645.67,2912.68,3069.28,1630.31,2457.08
29/06/2015,1091.17,3654.31,1613.34,2864.6,3011.38,1594.4,2404.88
30/06/2015,1092.76,3667.62,1619.77,2867.4,3011.9,1599.97,2413.28
01/07/2015,1096.48,3689.73,1635.67,2895.32,3032.56,1609.89,2430.52
02/07/2015,1094.22,3688.42,1631.84,2899.06,3033.69,1611.23,2429.52
03/07/2015,1094.22,3688.42,#N/A N/A,2899.06,3033.69,1611.23,2429.52
06/07/2015,1087,3670.64,1629.6,2897.51,3022.64,1606.99,2418.6
07/07/2015,1091.61,3697.43,1639.52,2924.7,3047.29,1615.87,2431.42
08/07/2015,1070.78,3630.5,1613.15,2892.94,3006.64,1591.26,2391.51
09/07/2015,1071.92,3640.48,1619.75,2894.34,3007.86,1594.46,2398.78
10/07/2015,1084.37,3679.84,1645.91,2922.55,3039.54,1613.3,2425.98
13/07/2015,1093.92,3716.2,1663.49,2942.81,3067.66,1634.86,2453.69
14/07/2015,1100.4,3732.93,1673.02,2950.53,3077.65,1642.21,2464.95
15/07/2015,1098.61,3717.54,1670.12,2946.84,3071.86,1641.37,2461.48
16/07/2015,1103.57,3739.33,1680.08,2966.36,3095.09,1653.33,2478.9
17/07/2015,1100.24,3723.34,1679.79,2959.1,3082.34,1664.3,2479.33
20/07/2015,1094.59,3716.96,1685.32,2957.7,3081.04,1668.03,2485.29
21/07/2015,1090.39,3699.66,1675.88,2944.26,3060.27,1662.93,2475.79
22/07/2015,1091.7,3700.3,1676.33,2948.98,3050.64,1656.16,2470.26
23/07/2015,1087.96,3684.49,1669.18,2931.58,3037.78,1646.68,2457.49
24/07/2015,1071.79,3645.21,1663.75,2918.26,3006.4,1622.84,2431.02
27/07/2015,1066.31,3618.03,1653.92,2909.92,#N/A N/A,1612.06,2415.71
28/07/2015,1082.74,3664.31,1673.33,2942.03,3028.9,1634.03,2447.21
29/07/2015,1092.07,3696.04,1683.22,2963.11,3053.75,1648.19,2469.76
30/07/2015,1091.87,3702.01,1681.82,2964.52,3054.78,1652.13,2468.9
31/07/2015,1087.87,3702.51,1682.65,2967.54,3046.96,1646.96,2458.99
03/08/2015,1083.69,3689.1,1680.33,2969.79,3039.69,1643.71,2449.64
04/08/2015,1081.5,3686.83,1673.75,2967.12,3035.13,1642.27,2445.63
05/08/2015,1086.03,3700.1,1680.66,2982.59,3048.64,1655.03,2455.49
06/08/2015,1081.16,3671.16,1651.34,2967,3035.35,1635.58,2438.46
07/08/2015,1074.63,3664.04,1649.85,2964.18,3024.12,1631.51,2433.37
10/08/2015,1090.65,3717.4,1663.63,2986.27,3062.99,1651.88,2467.55
11/08/2015,1077.8,3685.72,1650.96,2979.55,3036.55,1637.01,2447.02
12/08/2015,1078.72,3689.37,1648.18,2987.79,3041.74,1639.67,2446.74
13/08/2015,1076.56,3684.61,1651.84,2987.06,3037.06,1639.56,2446.1
14/08/2015,1081.35,3700.37,1657.58,3001.95,3050.65,1644.1,2452.43
17/08/2015,1086.56,3723.26,1674.05,3015.94,3061.2,1653.71,2464.91
18/08/2015,1083.32,3715.03,1672.12,3014.13,3052.48,1652.24,2462.32
19/08/2015,1071.03,3683.94,1662.91,2999.58,3025.01,1641.97,2438.99
20/08/2015,1047.57,3601.7,1622.54,2956.08,2976.13,1609.02,2386.58
21/08/2015,1016.25,3503.92,1569.77,2880.71,2895.18,1548.44,2310.15
24/08/2015,974.39,3362.52,1512.76,2767.85,2785.15,1493.09,2216.45
25/08/2015,960.01,3318.12,1502.75,2720.7,2734.13,1476.85,2187.79
26/08/2015,994.9,3424.87,1564.79,2805.07,2831.15,1544.15,2273.17
27/08/2015,1020.82,3513.46,1601.11,2858.84,2895.92,1575.72,2327.65
28/08/2015,1023.11,3523.59,1599.92,2858.24,2897.78,1576.18,2327.86
31/08/2015,1021.81,3496.74,1582.37,2830.88,2879.74,1558.44,2310.65
01/09/2015,991.56,3396.95,1539.49,2762.7,2795.42,1514.36,2243.8
02/09/2015,1007.56,3451.24,1573.54,2800.72,2839.41,1549.45,2285.17
03/09/2015,1011.09,3466.23,1572.31,2810.96,2850.97,1549.24,2287.62
04/09/2015,995.19,3415.26,1553.02,2769.35,2802.45,1529.02,2254.84
07/09/2015,995.19,3415.26,#N/A N/A,2769.35,2802.45,1529.02,2254.84
08/09/2015,1021.08,3499.94,1596.33,2827.45,2872.9,1568.21,2311.22
09/09/2015,1009.17,3453.67,1575.22,2786.96,2831.32,1545.72,2278.84
10/09/2015,1014.85,3463.81,1584.02,2794.81,2842.02,1556.74,2292.32
11/09/2015,1018.13,3475.85,1602.26,2813.3,2851.73,1567.48,2303.45
14/09/2015,1014.23,3461.06,1595.28,2802.73,2842.26,1560.81,2291.91
15/09/2015,1027.2,3501.55,1612.72,2833.08,2880.15,1580.26,2319.73
16/09/2015,1038.69,3540.19,1622.97,2857.84,2909.05,1591.93,2340.63
17/09/2015,1034.5,3533.96,1627.34,2864.49,2901.16,1590.93,2333.3
18/09/2015,1013.19,3474.78,1605.81,2834.39,2857.17,1565,2293.96
21/09/2015,1016.65,3482.84,1614.83,2852.23,2869.87,1570.75,2307.08
22/09/2015,999.89,3430.07,1597.12,2823.13,2839.51,1554.54,2280.04
23/09/2015,996.75,3413.25,1598.3,2825.69,2831.81,1551.45,2276.24
24/09/2015,992.8,3399.82,1587.86,2823.37,2829.7,1546.61,2271.47
25/09/2015,993.82,3397.27,1576.31,2825.46,2840.32,1544.91,2268.93
28/09/2015,967.87,3296.86,1524.67,2767.8,2788.78,1510.69,2215.47
29/09/2015,971.89,3297.94,1518.5,2775.25,2801.82,1516.56,2224.8
30/09/2015,992.66,3362.12,1551.88,2811.37,2847.25,1546.37,2267.38
01/10/2015,993.66,3363.02,1565.26,2812.87,2843.29,1548.96,2270.85
02/10/2015,1010.21,3421.52,1588.33,2851.06,2882.13,1571.36,2304.17
05/10/2015,1032.54,3489.62,1605.02,2896.13,2942.24,1594.92,2343.24
06/10/2015,1031.96,3479.11,1584.25,2878.85,2941.65,1590.43,2336.86
07/10/2015,1043.8,3516.3,1589.44,2899.39,2970.01,1602.28,2355.46
08/10/2015,1055.66,3555.18,1599.36,2924.16,2999.85,1615.87,2377.5
09/10/2015,1055.15,3555.29,1607.71,2927.46,2994.72,1617.82,2378.51
12/10/2015,1055.58,3548.64,1614.95,2937.19,2994.08,1618.8,2378.77
13/10/2015,1050.4,3518.33,1605.63,2922.42,2976.75,1607.59,2361.41
14/10/2015,1046.39,3507.29,1594.12,2905.83,2965.13,1599.41,2349.23
15/10/2015,1058,3553.45,1614.43,2939.22,3003.75,1621.07,2380.57
16/10/2015,1059.04,3558.43,1627.71,2957.98,3024.07,1630.03,2389.4
19/10/2015,1059.82,3554.08,1634.99,2962.9,3016.89,1633.91,2389.61
20/10/2015,1058.46,3556.4,1621.28,2958.45,3014.54,1629.52,2385.59
21/10/2015,1049.9,3524.15,1608.4,2947.07,3004.51,1624.27,2370.82
22/10/2015,1063.88,3573.77,1620.07,2990.15,3065.41,1662.61,2414.3
23/10/2015,1072.08,3589.96,1640.31,2989.73,3095.17,1685.12,2442.65
26/10/2015,1065.15,3579.08,1650.68,2989.01,3088.54,1687.23,2436
27/10/2015,1058.84,3560.39,1655.27,2982.65,3077.09,1683.87,2432.22
28/10/2015,1075.93,3610.66,1670.34,3001.04,3110.46,1698.81,2463.13
29/10/2015,1069.7,3601.76,1671.27,3002.98,3101.15,1695.73,2464.94
30/10/2015,1066.18,3599.79,1664.98,2984.87,3090.42,1689.66,2455.11
02/11/2015,1080.44,3647.35,1674.77,3012.48,3124.43,1705.45,2483.7
03/11/2015,1081.77,3655.68,1670.47,3009.18,3133.53,1712.75,2496.6
04/11/2015,1075.05,3645.75,1671.05,3000.93,3126.82,1710.61,2488.71
05/11/2015,1074.92,3638.98,1682.12,2996.86,3122.64,1703.72,2491.11
06/11/2015,1078.2,3634.04,1672.28,2971.48,3115.77,1703.67,2488.72
09/11/2015,1068.48,3601.1,1656.9,2949.53,3085.84,1683.47,2468.2
10/11/2015,1069.11,3607.3,1669.19,2963.46,3093.02,1684.34,2472.6
11/11/2015,1060.79,3585.7,1666.12,2959.31,3091.32,1679.51,2461.2
12/11/2015,1043.15,3531.1,1643.98,2923.8,3047.54,1656.8,2424.59
13/11/2015,1030.63,3498.7,1617.47,2898.73,3023.89,1632.08,2394.74
16/11/2015,1044.74,3549.29,1638.67,2943.3,3071.08,1656.75,2433.57
17/11/2015,1043.16,3540.3,1644.27,2936.51,3061.66,1657.48,2429.57
18/11/2015,1060.4,3598.04,1672.51,2972.65,3101.94,1683.36,2467.61
19/11/2015,1056.61,3591.91,1662.22,2971.4,3107.84,1686.75,2463.59
20/11/2015,1059.1,3601.5,1679.22,2980.04,3110.95,1700.18,2472.22
23/11/2015,1057.95,3602.88,1682.66,2981.4,3108.42,1700.47,2469.39
24/11/2015,1060.1,3615.63,1680.4,2982.09,3115.74,1700.87,2477.42
25/11/2015,1060.13,3621.05,1685.91,2982.54,3111.14,1701.95,2476.71
26/11/2015,1060.13,3621.05,#N/A N/A,2982.54,3111.14,1701.95,2476.71
27/11/2015,1060.85,3622.5,1690.11,2988.03,3115.06,1704.63,2476.87
30/11/2015,1059.06,3611.4,1673.49,2975.19,3104.72,1694.17,2465.95
01/12/2015,1071.43,3645.05,1695.11,3005.39,3133.96,1708.97,2490.3
02/12/2015,1058.03,3598.99,1684.79,2972.56,3100.54,1697.04,2466.21
03/12/2015,1045.41,3545.31,1657.5,2935.06,3063.72,1671.85,2425.3
04/12/2015,1063.25,3598.68,1696.29,2994.72,3121.83,1709.96,2474.31
07/12/2015,1054.64,3566.77,1686.87,2983.32,3102.79,1704.04,2458.31
08/12/2015,1041.86,3544.01,1688.67,2973.98,3073.15,1698.15,2441.33
09/12/2015,1036.31,3517.54,1664.89,2950.95,3063.15,1679.82,2420.71
10/12/2015,1040.65,3524.85,1668.04,2948.88,3068.38,1686.03,2426.87
11/12/2015,1021.53,3455.01,1639.33,2912.72,3017.21,1654.64,2382.3
14/12/2015,1021.88,3449.73,1655.03,2932.34,3033.61,1664.21,2397.14
15/12/2015,1036.47,3490.67,1665.01,2957.63,3072.19,1672.85,2417.68
16/12/2015,1050.12,3539.33,1690.9,2999.39,3114.53,1697.19,2450.07
17/12/2015,1030.96,3481.77,1671.1,2965.33,3073.28,1673.14,2412.51
18/12/2015,1016.77,3432.55,1646.16,2922.2,3019.65,1644.59,2371.25
21/12/2015,1025.59,3456.83,1661.24,2940.15,3041.04,1658.93,2385.9
22/12/2015,1037.33,3492.77,1671.34,2963.79,3071.03,1671.91,2409.12
23/12/2015,1052.27,3548.91,1680.27,2997.26,3113.97,1689,2439.12
24/12/2015,1050.97,3545.12,1677.42,2993.7,3107.14,1686.13,2433.94
25/12/2015,1050.97,3545.12,#N/A N/A,2993.7,3107.14,1686.13,2433.94
28/12/2015,1043.92,3532.46,1681.61,2993.1,3100.99,1684.37,2430.12
29/12/2015,1054.93,3565.58,1701.6,3019.34,3130.71,1704.02,2453.48
30/12/2015,1046.09,3537.24,1691.89,3002.74,3112.34,1692.78,2436.5
31/12/2015,1036.88,3513.48,1672.59,2974.41,3081.85,1673.09,2412.26
01/01/2016,1036.88,3513.48,#N/A N/A,2974.41,3081.85,1673.09,2412.26
04/01/2016,1024.5,3469.88,1639.63,2937.71,3041.79,1647.91,2377.86
05/01/2016,1025.52,3476.42,1647.42,2959.24,3056.67,1650.95,2382.39
06/01/2016,1006.21,3415,1638.42,2935.43,3017.75,1629.84,2350.71
07/01/2016,982.33,3336.97,1602.07,2887.63,2952.56,1587.43,2297.52
08/01/2016,967.4,3298.33,1585.49,2860.08,2919.47,1570.95,2271.1
11/01/2016,967.93,3284.08,1596.75,2862.97,2926.03,1575.04,2266.4
12/01/2016,973.88,3300.2,1613.07,2875.61,2942.71,1593.15,2286.24
13/01/2016,948.17,3213.89,1563.03,2828.78,2891.6,1551.58,2232.32
14/01/2016,958.5,3255.92,1581.77,2860.06,2941.69,1573.75,2268.95
15/01/2016,932.31,3194.53,1551.16,2821.87,2880.06,1539.07,2223.12
18/01/2016,932.31,3194.53,#N/A N/A,2821.87,2880.06,1539.07,2223.12
19/01/2016,925.81,3179.69,1561.22,2835.8,2882.1,1541.8,2218.55
20/01/2016,914.26,3150.73,1546.79,2790.96,2837.75,1529.41,2192.41
21/01/2016,919.86,3169.37,1553.32,2805.59,2853.97,1537.84,2204.06
22/01/2016,934.76,3236.1,1582.8,2858.46,2903.8,1568.3,2247.91
25/01/2016,916.92,3174.1,1566.66,2830.6,2861.71,1548.6,2212.08
26/01/2016,934.38,3231.04,1579.59,2871.21,2910.29,1568.85,2243.17
27/01/2016,929.01,3200.59,1555.95,2853.67,2895.56,1546.26,2216.78
28/01/2016,927.4,3199.28,1577.98,2862.03,2917.46,1552.85,2233.52
29/01/2016,952.39,3286.9,1610.93,2931.64,2991.35,1595.28,2288.19
01/02/2016,953.47,3291.27,1619.03,2940.93,2982.43,1599.53,2286.06
02/02/2016,927.42,3219.03,1594.33,2906.8,2934.03,1574.14,2249.37
03/02/2016,933.89,3247.09,1578.13,2921.98,2960.21,1574.78,2259.7
04/02/2016,938.97,3263.53,1562.39,2915.08,2965.82,1573.73,2261.3
05/02/2016,927.51,3196.26,1515.66,2878.53,2938.36,1535.9,2221.5
08/02/2016,912.53,3121.73,1481.67,2850.89,2928.72,1517.73,2200.84
09/02/2016,909.48,3113.41,1489.69,2845.92,2924.83,1523.78,2202.84
10/02/2016,908.64,3121.54,1505.27,2851.91,2911.52,1528.23,2197.9
11/02/2016,894.62,3076.18,1494.09,2824.72,2877.28,1511.38,2171.67
12/02/2016,918.25,3143.08,1515.04,2865.29,2930.97,1536.49,2212.59
15/02/2016,918.25,3143.08,#N/A N/A,2865.29,2930.97,1536.49,2212.59
16/02/2016,939.84,3209.35,1540.09,2900.85,2970.79,1565.53,2251.02
17/02/2016,956.08,3270.23,1565.54,2932.39,3008.34,1590.76,2288.78
18/02/2016,953.02,3259.14,1552.22,2936.99,3007.98,1583.71,2278.85
19/02/2016,946.95,3254.96,1560.3,2939.46,3001.81,1583.83,2277.65
22/02/2016,966.63,3309.73,1585.03,2970.5,3037,1604.07,2311.96
23/02/2016,953.36,3271.4,1577.64,2952.71,3002.52,1586.4,2280.82
24/02/2016,957.51,3290.1,1585.73,2965.25,3012.75,1594.82,2290.82
25/02/2016,969.35,3329.42,1609.12,2999.38,3046.06,1612.29,2313.97
26/02/2016,970.68,3336.78,1603.5,2980.02,3028.38,1606.91,2310.31
29/02/2016,964.49,3315.57,1589.84,2961.04,3006.88,1594.07,2289.05
01/03/2016,986.35,3393.02,1626.09,3008.83,3064.67,1632.87,2342.87
02/03/2016,993.77,3418.94,1623.22,3019.08,3085.2,1631.44,2354.62
03/03/2016,1000.98,3450.7,1621.54,3028.57,3096.62,1630.62,2362.46
04/03/2016,1004.34,3465.16,1618.86,3035.55,3110.11,1633.01,2371.84
07/03/2016,1012.65,3482.23,1602.09,3038.49,3122.67,1628.86,2376.61
08/03/2016,993.48,3418.33,1596.75,3022.07,3098.14,1619.31,2350
09/03/2016,1002.38,3437.14,1603.81,3034.91,3117.53,1624.3,2364.28
10/03/2016,1004.93,3435.47,1606.03,3039.02,3117.14,1626.56,2364.9
11/03/2016,1024.79,3511.12,1631.35,3078.34,3153.81,1651.31,2405.72
14/03/2016,1021,3502.7,1634.4,3075.85,3146.69,1651.97,2405.64
15/03/2016,1015.18,3478.08,1633.77,3075.56,3143.91,1653.28,2398.51
16/03/2016,1023.05,3512.73,1642.03,3094.63,3157.1,1663.09,2412.58
17/03/2016,1029.83,3543.03,1641.39,3114.59,3188.5,1671.58,2425.01
18/03/2016,1039.08,3563.57,1645.57,3119.73,3196.61,1679.69,2435.21
21/03/2016,1039.21,3564.42,1647.83,3115.6,3199.66,1683.5,2440.03
22/03/2016,1037.98,3565.5,1648.21,3108.82,3192.35,1682.62,2440.28
23/03/2016,1023.62,3524.13,1646.77,3100.03,3177.41,1673.58,2422.93
24/03/2016,1022.95,3522.33,1646.34,3101.24,3177.48,1671.59,2422.71
25/03/2016,1022.95,3522.33,#N/A N/A,3101.24,3177.48,1671.59,2422.71
28/03/2016,1023.23,3525.81,1650.89,3109.6,3178.79,1671.57,2426.74
29/03/2016,1030.41,3564.7,1669.81,3144.68,3201.91,1688.31,2444.39
30/03/2016,1034.69,3576.4,1678.33,3151.58,3213.97,1697.98,2454.52
31/03/2016,1032.68,3583.81,1673.72,3149.82,3205.21,1693.73,2448.79
01/04/2016,1033.61,3597.42,1691.64,3171.34,3220.73,1707.32,2462.87
04/04/2016,1027.11,3575.28,1684.18,3164.07,3210.5,1700.89,2454.98
05/04/2016,1016.39,3536.57,1666.19,3136.73,3183.4,1691.6,2430.25
06/04/2016,1027.26,3577.77,1686.78,3159.6,3209.51,1708.77,2457.5
